,(device=sda)disk.io.await,(device=sda)disk.io.msec_read_Diff,(device=sda)disk.io.msec_total_Diff,(device=sda)disk.io.msec_weighted_total_Diff,(device=sda)disk.io.msec_write_Diff,(device=sda)disk.io.read,(device=sda)disk.io.read_bytes_Diff,(device=sda)disk.io.read_merged_Diff,(device=sda)disk.io.read_requests_Diff,(device=sda)disk.io.read_sectors_Diff,(device=sda)disk.io.svctm,(device=sda)disk.io.util,(device=sda)disk.io.w_wait,(device=sda)disk.io.write,(device=sda)disk.io.write_bytes_Diff,(device=sda)disk.io.write_merged_Diff,(device=sda)disk.io.write_requests_Diff,(device=sda)disk.io.write_sectors_Diff,(device=sdb)disk.io.await,(device=sdb)disk.io.msec_read_Diff,(device=sdb)disk.io.msec_total_Diff,(device=sdb)disk.io.msec_weighted_total_Diff,(device=sdb)disk.io.msec_write_Diff,(device=sdb)disk.io.read,(device=sdb)disk.io.read_bytes_Diff,(device=sdb)disk.io.read_merged_Diff,(device=sdb)disk.io.read_requests_Diff,(device=sdb)disk.io.read_sectors_Diff,(device=sdb)disk.io.svctm,(device=sdb)disk.io.util,(device=sdb)disk.io.w_wait,(device=sdb)disk.io.write,(device=sdb)disk.io.write_bytes_Diff,(device=sdb)disk.io.write_merged_Diff,(device=sdb)disk.io.write_requests_Diff,(device=sdb)disk.io.write_sectors_Diff,(iface=eth0)inDropped,(iface=eth0)inMulticast,(iface=eth0)inPackets,(iface=eth0)inPercent,(iface=eth0)outPackets,(iface=eth0)outPercent,(iface=eth0)totalBytes,(iface=eth0)totalDropped,(iface=eth0)totalPackets,(mount=/)df.bytes.free,(mount=/)df.bytes.free.percent,(mount=/)df.inodes.free,(mount=/)df.statistics.total,(mount=/)df.statistics.used,(mount=/)df.statistics.used.percent,(mount=/data00)df.bytes.free,(mount=/data00)df.bytes.free.percent,(mount=/data00)df.inodes.free,(mount=/data00)df.inodes.free.percent,(mount=/data00)df.statistics.total,(mount=/data00)df.statistics.used,(mount=/data00)df.statistics.used.percent,busy,iowait,kernelFilesAllocated,load1,load5,mem.dirty,mem.memfree,mem.writeback,memAvailablePercent,memBuffers,memCached,memShmem,memSwapFreePercent,memSwapUsedPercent,memUsedPercent,nice,retrans,softirq,ssClosed,ssEstab,ssOrphaned,ssTimeWait,switches,sys.proc.all,sys.proc.blocked,sys.proc.processes,sys.proc.running,system,tcpAbortOnTimeout,tcpDelayedACKLocked,tcpListenDrops,tcpListenOverflows,tcpLostRetransmit,tcpPkgInsegs,tcpPkgOutsegs,tcpPkgRetranssegs,tcpTW,udpIgnoreMulti_Diff,udpInDatagrams,udpNoPorts,udpOutDatagrams,user
2022-04-13 05:18:00,0.2,9.0,87.0,17.0,38.0,0.0,917504.0,0.0,14.0,1792.0,0.2,0.3,0.2,15.0,2408448.0,210.0,189.0,4704.0,16.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,10.71,16.09,46.0,0.0,0.0,0.0,0.0,0.03333333333333333,24.9,159430.33333333337,15.328160655995212,145365.83333333337,13.660800765330595,362362017.76666665,0.03333333333333333,304796.16666666674,72675635200.0,82.31,5689954.0,44353006813184.0,28265332695040.0,63.73,303495135232.0,32.51,60616061.0,99.28,44353006813184.0,28361440768000.0,63.94,47.80248190279214,11.116856256463286,53840.0,22.32,24.43,32174080.0,27061301248.0,0.0,29.99906675734776,296923136.0,21230194688.0,532983808.0,74.30532864395721,25.694671356042786,56.91319928390401,0.025853154084798345,0.010665896404597428,2.1716649431230612,114123.0,23003.0,1.0,101317.0,353132.0,756.0,0.0,7255.0,31.0,10.651499482936918,0.0,0.2,0.0,0.0,0.7,56582.4,154370.33333333337,22.5,1617.5,4.0,80.03333333333333,0.1,80.13333333333334,23.836608066184073
2022-04-13 05:18:30,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.2,15.0,0.0,0.0,0.0,0.0,8.76,47090.0,13834.0,188023.0,144702.0,0.0,197857280.0,125.0,3394.0,386440.0,4.08,15.5,8.76,38.0,523886592.0,6427.0,4514.0,1023216.0,0.03333333333333333,24.9,159430.33333333337,15.328160655995212,145365.83333333337,13.660800765330595,362362017.76666665,0.03333333333333333,304796.16666666674,72675635200.0,82.31,5689954.0,44353006813184.0,28265332695040.0,63.73,303495135232.0,32.51,60616061.0,99.28,44353006813184.0,28361440768000.0,63.94,52.679500520291356,6.893860561914673,53920.0,21.64,24.16,16777216.0,28933505024.0,0.0,27.29004632665323,297078784.0,21372510208.0,532361216.0,82.27009561897464,17.72990438102536,59.74868324341469,0.3381893860561915,0.011591116980647829,2.159209157127992,115798.0,23076.0,1.0,103002.0,334753.2,760.0,0.0,7259.0,11.0,14.151925078043703,0.0,0.16666666666666666,0.0,0.0,1.0,55971.83333333334,150795.7,23.966666666666665,1580.966666666667,8.0,80.16666666666667,0.1,80.46666666666667,29.1363163371488
2022-04-13 05:19:00,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.2,15.0,0.0,0.0,0.0,0.0,8.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,15.5,8.76,38.0,0.0,0.0,0.0,0.0,0.03333333333333333,26.43333333333333,166075.66666666663,15.992281541336947,149392.66666666663,13.980147840005035,374655367.26666665,0.03333333333333333,315468.33333333326,72674689024.0,82.31,5689954.0,44353006813184.0,28281247830016.0,63.76,303495135232.0,32.51,60616061.0,99.28,44353006813184.0,28361440768000.0,63.94,51.134881294025575,4.4090790503522035,54000.0,24.08,24.52,33796096.0,27029430272.0,352256.0,28.20792402306878,297295872.0,21459005440.0,532807680.0,80.98075163134952,19.01924836865048,58.708867940065076,0.026089225150013044,0.011672028227194384,2.4262979389512127,113645.0,23657.0,3.0,100835.0,314273.3,761.0,0.0,7260.0,13.0,14.47951995825724,0.0,0.6,0.0,0.0,0.8666666666666667,57910.5,154848.86666666667,24.83333333333333,1756.1,13.0,84.93333333333334,0.16666666666666666,85.5,29.793895121314893
2022-04-13 05:19:30,0.0,5.0,209.0,706.0,752.0,0.0,434176.0,0.0,11.0,848.0,0.0,0.0,0.0,0.0,19480576.0,319.0,321.0,38048.0,5.31,23063.0,6838.0,90244.0,69254.0,167.0,95805440.0,46.0,1728.0,187120.0,2.15,39.04,3.36,14.0,288329728.0,3587.0,2588.0,563144.0,0.03333333333333333,27.6,165226.26666666663,15.940603631998725,150069.83333333337,14.123598999995739,375802532.9,0.03333333333333333,315296.1,72674689024.0,82.31,5689954.0,44353006813184.0,28281247830016.0,63.76,303495135232.0,32.51,60616061.0,99.28,44353006813184.0,28361440768000.0,63.94,50.75678496868476,7.828810020876826,53920.0,23.94,24.52,12009472.0,27727683584.0,57344.0,26.718432152344235,297504768.0,21464956928.0,533250048.0,83.85447071247944,16.145529287520564,60.3116847469723,0.026096033402922755,0.010407032336918677,2.1659707724425887,117370.0,22903.0,2.0,104563.0,328206.0,757.0,1.0,7255.0,44.0,13.36116910229645,0.0,0.2333333333333333,0.0,0.0,1.2333333333333334,57426.0,155571.0,22.16666666666667,1568.0,9.0,80.33333333333333,0.13333333333333333,80.86666666666666,27.37473903966597
2022-04-13 05:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.31,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,2.15,39.04,3.36,14.0,0.0,0.0,0.0,0.0,0.03333333333333333,27.6,165226.26666666663,15.940603631998725,150069.83333333337,14.123598999995739,375802532.9,0.03333333333333333,315296.1,72673841152.0,82.31,5689954.0,44353006813184.0,28297407643648.0,63.8,303495135232.0,32.51,60616061.0,99.28,44353006813184.0,28361440768000.0,63.94,54.53361125586242,6.2793121417404905,54000.0,23.76,24.47,56315904.0,26651365376.0,0.0,28.25289045988124,297701376.0,21484343296.0,533086208.0,81.42457979018447,18.57542020981553,58.657100421179116,0.0,0.009614518790124364,2.5534132360604485,118314.0,23470.0,2.0,105507.0,349640.9,751.0,0.0,7250.0,24.0,13.600833767587286,0.0,0.4,0.0,0.0,0.8666666666666667,56797.0,150875.03333333333,19.966666666666665,1610.033333333333,9.0,82.66666666666667,0.16666666666666666,83.63333333333334,32.1000521104742
2022-04-13 05:20:30,0.0,0.0,56.0,28.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1855488.0,138.0,165.0,3624.0,5.31,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,2.15,39.04,3.36,14.0,0.0,0.0,0.0,0.0,0.03333333333333333,27.6,165226.26666666663,15.940603631998725,150069.83333333337,14.123598999995739,375802532.9,0.03333333333333333,315296.1,72673841152.0,82.31,5689954.0,44353006813184.0,28297407643648.0,63.8,303495135232.0,32.51,60616061.0,99.28,44353006813184.0,28361440768000.0,63.94,47.8340292275574,1.4352818371607516,54320.0,23.91,24.45,11747328.0,27762446336.0,0.0,27.25233234417745,297902080.0,21568884736.0,516739072.0,83.23260345847649,16.767396541523517,59.835566304450595,0.026096033402922755,0.008837988963677572,2.1920668058455117,114037.0,23410.0,0.0,101210.0,345641.3,754.0,4.0,7252.0,28.0,14.431106471816285,0.0,0.5,0.0,0.0,0.7666666666666667,58252.26666666668,156728.76666666663,19.0,1841.8666666666666,7.0,77.9,0.1,78.2,29.74947807933194
2022-04-13 05:21:00,0.0,0.0,37.0,6.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212416.0,105.0,106.0,2368.0,9.69,182715.0,44828.0,516137.0,346536.0,0.0,768811008.0,681.0,14963.0,1501584.0,3.11,11.2,9.69,36.0,1306308608.0,16795.0,12469.0,2551384.0,0.03333333333333333,24.8,166362.13333333333,16.14040065066268,145513.46666666667,13.565313480002803,371321426.6333333,0.03333333333333333,311875.6,72673013760.0,82.31,5689954.0,44353006813184.0,28313519194112.0,63.84,303495135232.0,32.51,60616061.0,99.28,44353006813184.0,28361440768000.0,63.94,53.95627277459657,0.18219677251431546,54000.0,23.3,24.23,35008512.0,26971086848.0,17645568.0,29.81366865006145,298098688.0,21612937216.0,515497984.0,75.03248155504245,24.967518444957552,57.175397771806914,0.0,0.010814093851768064,2.5507548152004165,116772.0,23161.0,0.0,103934.0,333351.7,750.0,0.0,7248.0,15.0,11.894846434148882,0.0,0.36666666666666653,0.0,0.0,1.1666666666666667,57245.3,153282.43333333332,22.766666666666666,1570.7333333333331,9.0,78.63333333333334,0.13333333333333333,78.96666666666667,39.32847475273295
2022-04-13 05:21:30,0.0,7.0,39.0,7.0,21.0,0.0,430080.0,0.0,17.0,840.0,0.0,0.0,0.0,0.0,1273856.0,93.0,76.0,2488.0,9.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,11.2,9.69,36.0,0.0,0.0,0.0,0.0,0.03333333333333333,24.8,166362.13333333333,16.14040065066268,145513.46666666667,13.565313480002803,371321426.6333333,0.03333333333333333,311875.6,72673013760.0,82.31,5689954.0,44353006813184.0,28313519194112.0,63.84,303495135232.0,32.51,60616061.0,99.28,44353006813184.0,28361440768000.0,63.94,53.536935525972325,4.6985121378230215,53680.0,21.49,23.68,32235520.0,28757434368.0,0.0,26.02138528587418,298323968.0,21676490752.0,515915776.0,86.86623416736532,13.13376583263467,61.322148653965215,0.052205690420255815,0.0090777403118746,2.270947533281128,116660.0,23197.0,2.0,103823.0,340220.0,754.0,0.0,7252.0,31.0,14.930827460193159,0.0,0.43333333333333335,0.0,0.0,0.7666666666666667,58025.93333333333,157152.43333333332,19.53333333333333,1625.333333333333,7.0,80.73333333333333,0.1,81.03333333333333,31.58444270425477
2022-04-13 05:22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,11.2,9.69,36.0,0.0,0.0,0.0,0.0,0.03333333333333333,24.8,166362.13333333333,16.14040065066268,145513.46666666667,13.565313480002803,371321426.6333333,0.03333333333333333,311875.6,72672161792.0,82.31,5689954.0,44353006813184.0,28329482293248.0,63.87,303495135232.0,32.51,60616061.0,99.28,44353006813184.0,28361440768000.0,63.94,47.7296181630547,6.475748194014448,53360.0,23.6,23.83,40415232.0,25972822016.0,0.0,29.166376426168608,298512384.0,21708587008.000004,516333568.00000006,78.15856673223577,21.841433267764238,57.83024133167017,0.025799793601651185,0.013506232402705685,2.1929824561403506,111409.0,22914.0,1.0,98551.0,346383.7,752.0,0.0,7250.0,70.0,10.44891640866873,0.0,0.3,0.0,0.0,1.7333333333333334,56656.6,150655.1,28.0,1813.9,10.0,81.36666666666666,0.1,81.66666666666667,28.586171310629517
2022-04-13 05:22:30,0.25,5.0,114.0,24.0,69.0,0.0,466944.0,0.0,12.0,912.0,0.5,0.2,0.25,4.0,3874816.0,326.0,250.0,7568.0,118.24,26024.0,5208.0,88397.0,63934.0,0.0,40112128.0,35.0,1002.0,78344.0,2.1,26.05,118.24,124.0,267165696.0,3050.0,2186.0,521808.0,0.03333333333333333,26.63333333333333,164237.06666666668,15.864528218672302,147283.26666666663,13.823456119994324,371099804.23333335,0.03333333333333333,311520.33333333326,72672161792.0,82.31,5689954.0,44353006813184.0,28329482293248.0,63.87,303495135232.0,32.51,60616061.0,99.28,44353006813184.0,28361440768000.0,63.94,51.83641573326386,4.428236519927063,54000.0,23.96,23.9,35180544.0,28317696000.0,0.0,27.277249313029714,298713088.0,21782888448.0,516833280.0,83.64959760303469,16.35040239696531,59.911531036417806,0.026048450117218024,0.00930932895015117,2.4225058609012757,114333.0,23156.0,5.0,101472.0,317406.0,756.0,0.0,7254.0,32.0,14.977858817400366,0.0,0.6,0.0,0.0,0.6666666666666666,56796.26666666668,152671.03333333333,19.5,1546.666666666667,6.0,77.9,0.16666666666666666,80.86666666666666,29.98176608491795
2022-04-13 05:23:00,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.25,4.0,0.0,0.0,0.0,0.0,12.28,51481.0,14945.0,186065.0,139177.0,466.0,259768320.0,178.0,4454.0,507360.0,1.64,83.1,25.52,42.0,563474432.0,6646.0,5061.0,1100536.0,0.03333333333333333,26.63333333333333,164237.06666666668,15.864528218672302,147283.26666666663,13.823456119994324,371099804.23333335,0.03333333333333333,311520.33333333326,72671285248.0,82.31,5689954.0,44353006813184.0,28345470357504.0,63.91,303495135232.0,32.51,60616061.0,99.28,44353006813184.0,28361440768000.0,63.94,49.53051643192489,8.946270213875849,53680.0,23.8,23.88,41439232.0,26920075264.0,0.0,28.83037857323668,298921984.0,21896867840.0,516653056.0,79.81936691038214,20.18063308961786,58.154723092265975,0.02608242044861763,0.009587805975460016,2.2430881585811164,116409.0,23138.0,1.0,103557.0,350535.9,754.0,0.0,7252.0,21.0,12.467396974439227,0.0,0.43333333333333335,0.0,0.0,0.9,56502.8,151747.83333333337,19.966666666666665,1579.6,10.0,85.23333333333333,0.1,85.93333333333334,25.847678664580073
2022-04-13 05:23:30,0.0,10.0,164.0,783.0,824.0,0.0,372736.0,0.0,30.0,728.0,0.0,0.0,0.0,0.0,18468864.0,247.0,235.0,36072.0,12.28,0.0,0.0,0.0,0.0,466.0,0.0,0.0,0.0,0.0,1.64,83.1,25.52,42.0,0.0,0.0,0.0,0.0,0.03333333333333333,27.73333333333333,159977.93333333332,15.40905334133034,143829.96666666667,13.399755378665091,360110109.0,0.03333333333333333,303807.9,72671285248.0,82.31,5689954.0,44353006813184.0,28345470357504.0,63.91,303495135232.0,32.51,60616061.0,99.28,44353006813184.0,28361440768000.0,63.94,48.33805720175212,0.7472300953362536,53680.0,22.64,23.52,0.0,28099801088.0,0.0,26.950187410983595,299126784.0,21881335808.000004,516009984.0,83.75853106481208,16.241468935187932,60.248266943996285,1.0564287554753928,0.011593751786910623,2.370523061066736,112746.0,23058.0,0.0,99894.0,348949.3,756.0,1.0,7254.0,13.0,9.79129090440608,0.0,0.36666666666666653,0.0,0.0,1.0333333333333334,56681.3,154926.93333333332,24.53333333333333,1779.5,14.0,80.83333333333333,0.16666666666666666,81.2,34.37258438546766
2022-04-13 05:24:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,35466.0,13027.0,131492.0,100301.0,0.0,213659648.0,163.0,4306.0,417304.0,1.0,28.7,17.4,286.0,497205248.0,6564.0,4721.0,971104.0,0.03333333333333333,27.73333333333333,159977.93333333332,15.40905334133034,143829.96666666667,13.399755378665091,360110109.0,0.03333333333333333,303807.9,72670351360.0,82.31,5689954.0,44353006813184.0,28361440768000.0,63.94,303495135232.0,32.51,60616061.0,99.28,44353006813184.0,28361440768000.0,63.94,45.21693674856247,0.967067433350758,53680.0,21.47,23.12,23244800.0,26693951488.0,0.0,28.608370515631808,299311104.0,21878292480.0,515809280.00000006,80.42225604322623,19.57774395677375,58.37191854560538,0.5488761108207004,0.013002906532048341,2.273915316257188,114225.0,23095.0,0.0,101363.0,337346.7,755.0,0.0,7254.0,13.0,10.115002613695763,0.0,0.3333333333333333,0.0,0.0,0.9,55890.16666666666,148935.83333333337,26.63333333333333,1586.2666666666669,8.0,83.16666666666667,0.06666666666666668,83.43333333333334,31.31207527443805
2022-04-13 05:24:30,0.0,12.0,85.0,22.0,37.0,0.0,1040384.0,0.0,22.0,2032.0,0.0,0.0,0.0,0.0,2265088.0,186.0,144.0,4424.0,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.7,17.4,286.0,0.0,0.0,0.0,0.0,0.03333333333333333,27.266666666666666,161628.2,15.544824314660705,148022.13333333333,13.907046919999026,368148390.4333333,0.03333333333333333,309650.33333333326,72670351360.0,82.31,5689954.0,44353006813184.0,28361440768000.0,63.94,303495135232.0,32.51,60616061.0,99.28,44353006813184.0,28361440768000.0,63.94,41.77511712649662,0.10411244143675168,53760.0,25.89,23.99,27009024.0,27953950720.0,126976.0,27.359832138315102,296628224.0,21602959360.0,516042752.0,80.71530827466349,19.284691725336522,59.72979270423833,0.026028110359187926,0.010742492200469652,2.0562207183758456,116577.0,23378.0,2.0,103699.0,313860.7,767.0,1.0,7271.0,14.0,11.66059344091619,0.0,0.4666666666666667,0.0,0.0,1.3,56229.56666666666,151667.56666666668,22.33333333333333,1581.1,6.0,80.03333333333333,0.13333333333333333,80.33333333333333,27.92816241540864
2022-04-13 05:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,24384.0,11446.0,155610.0,134572.0,97.0,121880576.0,49.0,2398.0,238048.0,1.15,48.85,18.95,328.0,506208256.0,6639.0,4678.0,988688.0,0.03333333333333333,27.266666666666666,161628.2,15.544824314660705,148022.13333333333,13.907046919999026,368148390.4333333,0.03333333333333333,309650.33333333326,72669503488.0,82.31,5689954.0,44353006813184.0,28377327087616.0,63.98,302788214784.0,32.44,60616060.0,99.28,44353006813184.0,28393253908480.0,64.02,55.06263048016702,0.9133611691022964,53600.0,26.44,24.32,52867072.0,27042115584.0,0.0,28.14216396402441,296828928.0,21663203328.0,516509696.0,79.52868694408977,20.47131305591024,58.837435839567654,0.05219206680584551,0.010297125213994571,2.55741127348643,112380.0,22795.0,2.0,99504.0,351193.7,758.0,0.0,7256.0,55.0,17.61482254697286,0.0,0.6,0.0,0.0,1.5,56705.46666666668,153385.53333333333,21.63333333333333,1782.166666666667,4.0,81.5,0.16666666666666666,82.16666666666667,33.92484342379958
2022-04-13 05:25:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,1.15,48.85,18.95,328.0,0.0,0.0,0.0,0.0,0.03333333333333333,25.566666666666666,158310.9,15.273666368005795,143829.8,13.443576621334069,358965537.3666667,0.03333333333333333,302140.7,72669503488.0,82.31,5689954.0,44353006813184.0,28377327087616.0,63.98,302788214784.0,32.44,60616060.0,99.28,44353006813184.0,28393253908480.0,64.02,62.70523846755279,19.468334636434715,53840.0,24.93,24.16,47714304.0,27641348096.0,0.0,27.746847256236105,297013248.0,21811417088.0,516923392.0,81.1959005827785,18.80409941722148,59.36780434842279,0.026062027625749284,0.012204055732834757,2.0849622100599428,113716.0,22903.0,4.0,100845.0,346623.9,762.0,5.0,7260.0,17.0,12.457649205108158,0.0,0.5,0.0,0.0,1.0,55129.33333333334,148901.2,24.9,1584.3666666666666,13.0,81.7,0.06666666666666668,81.96666666666667,28.66823038832421
2022-04-13 05:26:00,0.0,6.0,106.0,29.0,50.0,0.0,311296.0,0.0,20.0,608.0,0.5,0.1,0.0,2.0,3461120.0,308.0,185.0,6760.0,5.35,41362.0,10575.0,104536.0,65988.0,0.0,186187776.0,180.0,3434.0,363648.0,1.04,8.2,5.35,79.0,257798144.0,3395.0,2453.0,503512.0,0.03333333333333333,25.566666666666666,158310.9,15.273666368005795,143829.8,13.443576621334069,358965537.3666667,0.03333333333333333,302140.7,72668631040.0,82.31,5689954.0,44353006813184.0,28393253908480.0,64.02,302788214784.0,32.44,60616060.0,99.28,44353006813184.0,28393253908480.0,64.02,48.39131572063825,0.104629871828407,53840.0,21.28,23.31,53235712.0,27285196800.0,0.0,28.979483910713693,297222144.0,21901791232.0,515678208.0,79.17290677701315,20.827093222986843,58.00306201183938,0.026157467957101752,0.010622551351670931,2.432644520010463,113765.0,23239.0,3.0,100876.0,334222.0,759.0,0.0,7257.0,11.0,11.038451477896938,0.0,0.16666666666666666,0.0,0.0,0.7333333333333333,55882.2,149341.56666666668,21.8,1575.6333333333334,6.0,82.6,0.16666666666666666,83.36666666666666,34.78943238294533
2022-04-13 05:26:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,2.0,0.0,0.0,0.0,0.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,8.2,5.35,79.0,0.0,0.0,0.0,0.0,0.03333333333333333,25.566666666666666,158310.9,15.273666368005795,143829.8,13.443576621334069,358965537.3666667,0.03333333333333333,302140.7,72668631040.0,82.31,5689954.0,44353006813184.0,28393253908480.0,64.02,302434549760.0,32.4,60616061.0,99.28,44353006813184.0,28409169633280.0,64.05,49.647979139504564,0.182529335071708,53680.0,21.57,23.16,51027968.0,28201644032.0,0.0,26.933840415506467,297414656.0,22008594432.0,516091904.0,82.98774754855008,17.012252451449925,60.295825721509416,0.02607561929595828,0.011161415539026907,2.6336375488917865,109443.0,23163.0,2.0,96544.0,341852.0,763.0,0.0,7261.0,22.0,11.1864406779661,0.0,0.5666666666666667,0.0,0.0,0.6,56688.76666666668,154455.3,23.566666666666666,1777.1,9.0,81.4,0.06666666666666668,81.7,35.61929595827901
2022-04-13 05:27:00,0.0,0.0,29.0,16.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868352.0,92.0,51.0,1696.0,6.25,99077.0,30665.0,358176.0,267806.0,3.0,485662720.0,298.0,8786.0,948560.0,3.03,9.71,4.62,29.0,1076867072.0,13244.0,9330.0,2103256.0,0.03333333333333333,24.43333333333333,161959.43333333332,15.659013845321413,144223.76666666663,13.470110327998798,364114052.1666668,0.03333333333333333,306183.2,72667832320.0,82.3,5689954.0,44353006813184.0,28409169633280.0,64.05,302434549760.0,32.4,60616061.0,99.28,44353006813184.0,28409169633280.0,64.05,45.7516339869281,5.568627450980392,53920.0,21.87,22.98,49561600.0,26662014976.0,0.0,28.878626608394914,297631744.0,21891096576.0,515907584.0,79.19988384245441,20.800116157545585,58.107975564901544,0.026143790849673203,0.013911731050803249,2.0915032679738563,111913.0,22928.0,1.0,99009.0,328585.7,760.0,0.0,7258.0,12.0,11.372549019607847,0.0,0.2333333333333333,0.0,0.0,1.0333333333333334,55287.9,147897.93333333332,28.266666666666666,1512.033333333333,4.0,78.2,0.13333333333333333,78.53333333333333,26.69281045751634
2022-04-13 05:27:30,0.0,0.0,37.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1388544.0,119.0,76.0,2712.0,6.25,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.03,9.71,4.62,29.0,0.0,0.0,0.0,0.0,0.03333333333333333,24.43333333333333,161959.43333333332,15.659013845321413,144223.76666666663,13.470110327998798,364114052.1666668,0.03333333333333333,306183.2,72667832320.0,82.3,5689954.0,44353006813184.0,28409169633280.0,64.05,302434549760.0,32.4,60616061.0,99.28,44353006813184.0,28409169633280.0,64.05,43.46805736636246,0.2346805736636245,54000.0,24.08,23.47,10539008.0,28131192832.0,0.0,27.737893006474753,297844736.0,22015852544.0,516378624.00000006,82.20102574837514,17.798974251624852,59.33898971908175,0.05215123859191656,0.014226357364193797,2.6336375488917865,114358.0,22987.0,0.0,101449.0,328336.0,762.0,0.0,7260.0,15.0,11.68187744458931,0.0,0.4,0.0,0.0,1.8,56363.73333333332,153809.53333333333,29.9,1560.2333333333331,17.0,75.63333333333334,0.1,78.53333333333333,28.86571056062581
2022-04-13 05:28:00,0.25,0.0,73.0,11.0,55.0,0.0,65536.0,0.0,1.0,128.0,0.25,0.1,0.25,4.0,2879488.0,211.0,206.0,5624.0,6.25,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.03,9.71,4.62,29.0,0.0,0.0,0.0,0.0,0.03333333333333333,24.43333333333333,161959.43333333332,15.659013845321413,144223.76666666663,13.470110327998798,364114052.1666668,0.03333333333333333,306183.2,72667000832.0,82.3,5689954.0,44353006813184.0,28425219575808.0,64.09,302434549760.0,32.4,60616061.0,99.28,44353006813184.0,28409169633280.0,64.05,58.51035929714136,14.503015997901914,53440.0,22.96,23.23,32169984.0,27304546304.0,0.0,28.711637169895912,298024960.0,22101495808.0,516833280.0,80.26312354363482,19.736876456365163,58.26143603475566,0.026226068712300026,0.010308582130016057,2.071859428271702,116797.0,22871.0,3.0,103884.0,342958.9,762.0,0.0,7260.0,17.0,14.424337791765016,0.0,0.26666666666666666,0.0,0.0,1.2666666666666666,55972.96666666667,149357.56666666668,21.166666666666668,1533.4333333333334,5.0,79.13333333333334,0.06666666666666668,79.4,27.48492001049043
2022-04-13 05:28:30,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.1,0.25,4.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.03,9.71,4.62,29.0,0.0,0.0,0.0,0.0,0.03333333333333333,25.86666666666667,156230.63333333333,15.080016962671651,141205.36666666667,13.209881039996011,353623725.03333336,0.03333333333333333,297436.0,72667000832.0,82.3,5689954.0,44353006813184.0,28425219575808.0,64.09,302434549760.0,32.4,60616061.0,99.28,44353006813184.0,28409169633280.0,64.05,42.934642211314895,7.439938000516663,53520.0,23.46,23.22,6500352.0,28028141568.0,0.0,27.632058410010703,298242048.0,22153691136.0,516210688.0,81.17095007550121,18.829049924498783,59.45649899813657,1.0074916042366313,0.014142235954056037,1.9374838543012145,109875.0,22969.0,0.0,96975.0,345383.4,761.0,4.0,7259.0,21.0,7.2332730560578655,0.0,0.3,0.0,0.0,1.1,54133.7,146211.8,28.33333333333333,1778.033333333333,15.0,79.46666666666667,0.16666666666666666,79.83333333333333,25.31645569620253
